"","userID","redesignedA","redesignedB","redesignedC","startedOnWebsite","transferredToAPS","transferredToRep","completedA","timeToCompleteA","usedHelpInA","transferredDuringA","completedB","timeToCompleteB","usedHelpInB","transferredDuringB","completedC","timeToCompleteC","usedHelpInC","transferredDuringC","satisfactionWithWebsite","satisfactionWithAPS","satisfactionWithRepresentative","previousWebsiteUser","previousPhoneUser","redesign","usedHelp","totalCompletionTime"
"90",98199,1,1,0,1,0,0,0,22.1088599037439,0,0,0,14.2967071556048,1,0,0,9.07693882979758,0,0,5,-1,-1,1,0,2,1,45.4825058891463
"91",117601,0,1,1,0,0,0,0,22.7759017690449,0,0,0,28.6352469361463,0,0,0,24.8058279583254,0,0,-1,1,-1,1,0,2,0,76.2169766635167
"92",23359,1,1,1,1,0,0,0,26.1747412479229,1,0,0,18.2348037993942,0,0,0,7.65276211194109,0,0,5,-1,-1,1,0,3,1,52.0623071592581
"93",36682,0,1,0,1,1,1,0,32.6106195536961,0,1,0,29.9159016164403,0,0,0,30.0156177306155,0,0,5,1,4,0,1,1,0,92.5421389007519
"94",89981,0,0,1,1,0,0,0,6.4238595071058,0,0,0,8.81273551766797,0,0,0,10.1995349951547,0,0,1,-1,-1,1,0,1,0,25.4361300199285
"95",178902,0,1,0,1,0,0,0,5.20462034623465,0,0,0,12.5439671026792,0,0,0,22.4800015007298,0,0,4,-1,-1,1,0,1,0,40.2285889496437
"96",123752,1,1,1,1,0,0,0,21.4270529797797,0,0,0,24.0619144897804,0,0,0,4.07543305885428,0,0,1,-1,-1,1,0,3,0,49.5644005284144
"97",90618,0,0,0,1,0,0,0,10.0729686683109,0,0,0,5.47933160071211,0,0,0,4.11887496602066,0,0,5,-1,-1,1,0,0,0,19.6711752350436
"98",82782,0,0,1,1,1,1,0,14.2779493767725,0,0,0,37.9867627728324,0,1,0,28.9003553485144,0,0,3,5,3,0,1,1,0,81.1650674981194
"99",97665,1,0,1,1,1,1,0,22.5968861863689,0,0,0,26.7538064396935,0,1,0,25.8836889821833,0,0,4,1,1,1,0,2,0,75.2343816082457
"100",134829,1,0,0,1,1,1,0,29.9119932706827,0,1,0,25.0929131680524,0,0,0,24.6158573607893,0,0,5,4,3,1,0,1,0,79.6207637995244
"101",179853,0,1,1,1,0,0,0,5.82332297549451,0,0,0,14.5678965718622,0,0,0,6.62491968735724,0,0,1,-1,-1,1,0,2,0,27.0161392347139
"102",48805,1,0,0,1,1,1,0,26.9683681208582,0,0,0,26.7317229822169,0,1,0,27.8903895037934,0,0,4,4,1,1,0,1,0,81.5904806068684
"103",134246,0,0,0,1,0,0,0,10.6791120548686,0,0,0,14.0507237872404,0,0,0,17.0411465730081,0,0,1,-1,-1,1,0,0,0,41.7709824151171
"104",182324,0,0,1,1,1,1,0,31.3919591170949,0,1,0,29.6963279771861,0,1,0,27.7994955659962,0,0,1,1,5,1,0,1,0,88.8877826602772
"105",56506,1,0,0,1,1,0,0,13.4730542916424,0,0,0,18.704039476107,1,1,0,28.3636262256653,0,0,4,5,-1,0,1,1,1,60.5407199934147
"106",1671,0,0,1,1,0,0,0,7.32643776852892,0,0,0,37.0755747305637,0,0,0,12.5877781932177,1,0,5,-1,-1,1,0,1,1,56.9897906923103
"107",73624,1,1,1,1,0,0,0,22.2360560324791,0,0,0,10.3540639508825,0,0,0,8.58886431033376,1,0,1,-1,-1,1,0,3,1,41.1789842936954
"108",10618,0,1,0,1,0,0,0,17.0199325695852,0,0,0,8.66475436225019,0,0,0,5.28664040218643,1,0,1,-1,-1,1,0,1,1,30.9713273340218
"109",159867,1,0,0,1,0,0,0,13.5629092022068,1,0,0,22.3318325928549,0,0,0,24.3824493854608,1,0,5,-1,-1,0,0,1,2,60.2771911805225
"110",81045,0,0,0,1,0,0,0,19.6497064276299,0,0,0,13.5772876139021,0,0,0,23.0985868264996,0,0,3,-1,-1,0,1,0,0,56.3255808680315
"111",199931,0,0,0,1,0,0,0,9.07992915335602,0,0,0,8.50482491064433,0,0,0,6.22400158834862,0,0,2,-1,-1,1,0,0,0,23.808755652349
"112",47101,0,1,1,1,1,1,0,8.78225807551572,0,0,0,20.2923874483475,1,0,0,36.7228646792928,1,1,4,5,4,0,1,2,2,65.7975102031561
"113",139955,1,0,0,1,1,1,0,13.2691498664548,0,0,0,18.1657893742528,0,0,0,32.0320556859108,1,1,1,1,5,0,1,1,1,63.4669949266184
"114",188804,1,1,0,1,0,0,0,23.4101729601106,1,0,0,18.1847199052577,0,0,0,25.5249979718171,0,0,5,-1,-1,1,0,2,1,67.1198908371854
"115",171444,0,0,0,0,0,0,0,20.5685816482952,0,0,0,19.8989390451182,0,0,0,18.9946511457744,0,0,-1,1,-1,1,0,0,0,59.4621718391878
"116",56456,0,0,0,0,0,0,0,25.8425349177541,0,0,0,26.8424359661377,0,0,0,24.2659209169813,0,0,-1,1,-1,0,1,0,0,76.9508918008731
"117",122130,1,0,1,1,0,0,0,24.3396821226176,1,0,0,22.9949876828604,1,0,0,10.4586231521924,1,0,5,-1,-1,1,0,2,3,57.7932929576703
"118",122929,0,0,1,0,0,0,0,21.1279580729571,0,0,0,38.2557242623298,0,0,0,27.9408602647077,0,0,-1,1,-1,1,0,1,0,87.3245425999946
"119",122396,0,0,0,1,1,1,0,25.8040105595857,0,0,0,29.9739760559689,1,1,0,25.2538439208185,0,0,5,5,5,0,1,0,1,81.0318305363731
"120",10808,0,0,1,1,1,0,0,5.20486267541132,0,0,0,21.0524495080543,0,1,0,24.6516945855709,0,0,3,5,-1,0,1,1,0,50.9090067690365
"121",9888,0,1,1,1,1,0,0,24.5218567359016,0,1,0,27.517737532015,0,0,0,27.4240496425651,0,0,1,1,-1,0,1,2,0,79.4636439104817
"122",5796,0,0,1,1,1,1,0,5.90662860680643,0,0,0,28.3095582181363,1,1,0,29.6907923406148,0,0,4,1,5,1,0,1,1,63.9069791655576
"123",104785,0,1,0,1,0,0,0,6.28360909439181,0,0,0,14.589913060287,1,0,0,29.5531045596682,0,0,5,-1,-1,1,0,1,1,50.4266267143469
"124",16413,1,1,1,1,1,1,0,17.1089370183948,0,0,0,13.794806409865,0,0,0,30.9033238963233,0,1,1,1,1,0,1,3,0,61.807067324583
"125",113403,1,0,1,1,0,0,0,20.5141705819165,0,0,0,12.6929197704682,0,0,0,10.0255872894148,0,0,1,-1,-1,1,0,2,0,43.2326776417995
"126",144009,1,1,0,1,0,0,0,15.0900551417536,0,0,0,10.7400987464801,0,0,0,7.04735561958159,0,0,1,-1,-1,0,1,2,0,32.8775095078152
"127",46584,1,1,0,1,1,0,0,14.1312077983986,1,0,0,26.7775320232894,0,1,0,24.7169650705015,0,0,4,4,-1,0,1,2,1,65.6257048921894
"128",106258,1,1,0,1,0,0,0,16.0579524877694,0,0,0,10.5669761679242,0,0,0,20.5446674473499,0,0,4,-1,-1,0,0,2,0,47.1695961030436
"129",8892,1,1,1,0,0,0,0,25.1287970280006,0,0,0,27.2130895381925,0,0,0,23.4898510099772,0,0,-1,3,-1,0,0,3,0,75.8317375761703
"130",76251,1,1,1,1,0,0,0,18.3168954712895,0,0,0,15.1824242059417,0,0,0,9.81852393937027,0,0,4,-1,-1,1,0,3,0,43.3178436166015
"131",124161,0,0,0,1,0,0,0,8.22343076662463,0,0,0,7.16169147482072,1,0,0,26.9950116160915,0,0,5,-1,-1,1,0,0,1,42.3801338575368
"132",130142,0,1,0,1,0,0,0,6.0366155889734,0,0,0,12.2998879586424,0,0,0,16.0690477989336,0,0,1,-1,-1,1,0,1,0,34.4055513465494
"133",173846,0,0,0,1,1,0,0,8.5904950032803,0,0,0,17.7588258181301,1,1,0,22.9106592683917,0,0,1,4,-1,1,0,0,1,49.2599800898021
"134",142657,0,1,1,1,1,0,0,7.39594299216237,0,0,0,25.4194433957853,0,0,0,20.945722984399,0,1,3,4,-1,1,0,2,0,53.7611093723466
"135",56299,1,1,0,1,0,0,0,14.6896237221599,0,0,0,19.6353093801486,1,0,0,14.7630540977138,0,0,1,-1,-1,0,0,2,1,49.0879872000223
"136",85267,1,0,0,1,0,0,0,13.3495907297669,1,0,0,13.6995534612551,0,0,0,22.1142705863482,0,0,1,-1,-1,0,1,1,1,49.1634147773703
"137",32156,0,0,0,1,0,0,0,8.24713112563189,0,0,0,18.4669642144804,0,0,0,15.665643599429,0,0,1,-1,-1,1,0,0,0,42.3797389395413
"138",121450,1,1,0,1,0,0,0,21.5329741401209,0,0,0,15.9563704693847,0,0,0,17.5307651550356,0,0,1,-1,-1,1,0,2,0,55.0201097645413
"139",179882,0,0,0,1,0,0,0,10.2389427913177,0,0,0,18.6537766512399,0,0,0,26.5777261745865,0,0,5,-1,-1,1,0,0,0,55.4704456171442
"140",51626,0,0,1,1,0,0,0,6.24863441781325,0,0,0,34.3456942591538,0,0,0,8.38307537767649,1,0,2,-1,-1,1,0,1,1,48.9774040546435
"141",72599,1,1,1,1,0,0,0,11.3831839317153,1,1,0,4.37754620851529,1,0,0,4.71076473125437,1,0,1,-1,-1,0,1,3,3,20.4714948714849
"142",199887,0,0,1,0,0,0,0,25.4738927216252,0,0,0,27.6743385178368,0,0,0,33.1611583471877,0,0,-1,2,-1,1,0,1,0,86.3093895866498
"143",191805,0,1,1,1,0,0,0,4.98710638296576,0,0,0,17.4184616268633,0,0,0,12.5061774089094,0,0,2,-1,-1,1,0,2,0,34.9117454187385
"144",61779,0,0,1,1,1,0,0,6.62314923153128,0,0,0,19.3835826459977,0,1,0,24.4347458182442,0,0,1,4,-1,1,0,1,0,50.4414776957732
"145",105693,1,1,0,0,0,0,0,24.9784270337913,0,0,0,29.276858025576,0,0,0,25.1155034041703,0,0,-1,1,-1,0,1,2,0,79.3707884635376
"146",152420,0,0,1,1,0,0,0,7.57876778410559,1,0,0,26.5672671701457,1,0,0,9.45787591164811,1,0,5,-1,-1,1,0,1,3,43.6039108658994
"147",39905,0,1,0,1,0,0,0,11.775693963229,0,0,0,14.4792683153291,0,0,0,6.62141768720105,0,0,5,-1,-1,1,0,1,0,32.8763799657592
"148",158556,0,0,0,1,0,0,0,9.11581815367136,0,0,0,18.7343403827638,1,0,0,23.4212789680871,0,0,5,-1,-1,1,0,0,1,51.2714375045223
"149",34754,1,0,0,1,0,0,0,25.3955056635046,0,0,0,12.5737569240362,1,0,0,6.08475196158419,0,0,1,-1,-1,1,0,1,1,44.054014549125
"150",163950,1,0,0,1,0,0,0,11.0540795613257,0,0,0,16.7152293528724,0,0,0,18.9536014036106,0,0,5,-1,-1,0,1,1,0,46.7229103178087
"151",167906,0,0,0,1,1,0,0,7.80318996322389,0,0,0,13.5942721227704,0,1,0,22.0432056020366,0,0,5,5,-1,1,0,0,0,43.4406676880308
"152",117787,0,1,0,1,1,1,0,5.56000225550916,0,0,0,27.7023611610387,0,1,0,27.216126647957,0,0,3,5,1,1,0,1,0,60.4784900645049
"153",17141,1,0,1,1,0,0,0,31.7070092330789,0,0,0,21.0354746446204,0,0,0,12.8364986277896,1,0,2,-1,-1,1,0,2,1,65.5789825054888
"154",115667,1,1,0,1,0,0,0,13.6659511439523,0,0,0,12.9194442581711,0,0,0,9.92286973836832,0,0,1,-1,-1,0,0,2,0,36.5082651404917
"155",74667,1,1,0,1,0,0,0,25.1529110749296,1,0,0,8.7756969153987,1,0,0,24.7407532291553,1,0,5,-1,-1,1,0,2,3,58.6693612194836
"156",33239,1,1,0,1,0,0,0,25.4704956870779,0,0,0,22.2718260633429,0,0,0,37.8561045987176,0,0,4,-1,-1,1,0,2,0,85.5984263491385
"157",136700,0,1,0,1,0,0,0,6.42108715848001,0,0,0,29.8730346709235,0,0,0,23.5092401999705,0,0,2,-1,-1,0,1,1,0,59.8033620293741
"158",10268,0,0,0,1,0,0,0,7.38077848343978,0,0,0,29.2558659765381,0,0,0,8.49181764451883,0,0,1,-1,-1,1,0,0,0,45.1284621044967
"159",80924,0,1,0,1,0,0,0,9.38406804769245,0,0,0,20.2453291249406,0,0,0,13.4588722901043,0,0,1,-1,-1,0,1,1,0,43.0882694627373
"160",193872,0,1,1,1,0,0,0,5.99768920548032,0,0,0,13.3573132721014,0,0,0,8.34034722188137,0,0,1,-1,-1,1,0,2,0,27.6953496994631
"161",117889,0,1,1,1,0,0,0,4.76319300610909,0,0,0,29.0556439050532,0,0,0,9.85699128575441,0,0,1,-1,-1,1,0,2,0,43.6758281969167
"162",180878,0,0,0,1,1,0,0,14.330223810013,0,1,0,20.2532931865156,0,0,0,30.282470098829,0,0,1,5,-1,1,0,0,0,64.8659870953576
